,COMUNIDAD,S_AMOR,AÑOS_PAREJA,S_PAREJA,CONVIVE_PAREJA,AFINIDAD_GEN,AFINIDAD_GUSTOS,AFINIDAD_SOCIAL,AFINIDAD_ECONOMI,AFINIDAD_SEX,IMPORTANCIA_SEX,IMPORTANCIA_SEX_PAREJA,EDUCACION_S,ATRACION_P,N_PAREJAS,COMUNICACION_SEX,R_EXT_MATRIMONIAL,ATRACCIÓN,F_ANUAL,SEXO,EDAD,ESTUDIOS,SIT_LABORAL,STATUS,NACIONALIDAD,RELIGION,BIENESTAR,OCUPACION_Agricultor,OCUPACION_Autónomo,OCUPACION_Comerciante,OCUPACION_Director,OCUPACION_Mando,OCUPACION_Obrero,OCUPACION_Otro,F_SEXO_Diariamente,F_SEXO_Mensualmente,F_SEXO_Ocasionalmente,F_SEXO_Regularmente,F_SEXO_Sin actividad sexual
111,12,2,3,2,1,1,4,4,4,3,8,6,1,0,4,2,0,2,0,0,32,4,2,2,1,0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112,12,4,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,1,53,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
113,1,1,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1,48,2,2,1,1,0,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,12,5,40,4,1,4,4,4,4,4,8,8,0,0,1,3,0,1,0,0,67,0,2,1,1,2,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
115,12,1,0,0,0,0,0,0,0,0,8,0,0,0,6,3,1,1,0,0,62,2,2,1,1,0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116,3,4,34,4,1,3,4,4,4,4,8,8,0,0,2,3,0,1,0,0,54,2,2,1,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,2,4,28,4,1,3,4,4,4,4,7,7,0,0,1,3,0,2,0,0,48,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,1,3,0,0,0,0,0,0,0,0,8,0,1,1,2,3,0,0,0,1,23,3,2,1,1,0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
119,14,4,18,5,1,4,5,5,4,4,6,6,0,0,6,3,0,1,0,0,63,3,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120,12,5,1,5,1,4,5,4,5,5,10,10,1,0,6,3,1,1,1,1,34,2,2,1,1,1,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
121,1,4,22,4,1,3,4,4,4,4,8,8,0,0,1,3,1,1,1,1,52,2,2,1,1,1,2.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122,1,5,20,5,1,3,2,4,2,4,5,5,0,0,1,3,0,1,1,1,48,1,2,1,1,1,1.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123,1,5,6,4,1,3,2,4,4,5,7,8,1,0,1,3,0,1,0,1,33,4,2,1,1,0,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
124,1,3,37,2,1,2,2,3,4,4,5,8,0,0,1,2,0,1,0,1,58,3,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
125,3,3,0,0,0,0,0,0,0,0,10,0,0,0,6,3,0,1,0,0,48,2,2,1,1,1,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
126,2,5,48,5,1,4,5,4,4,5,8,8,0,0,3,3,1,1,0,0,74,4,2,2,1,0,3.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127,1,5,37,4,1,3,4,4,4,4,5,8,0,0,1,3,0,1,1,1,53,1,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
128,15,2,40,3,1,3,2,5,4,2,4,6,0,0,1,3,0,1,0,1,66,1,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
129,12,5,0,0,0,0,0,0,0,0,7,0,1,0,3,3,0,1,0,0,33,4,2,1,1,0,4.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,13,5,17,5,1,4,5,4,5,5,9,9,0,0,6,3,0,1,0,1,35,4,2,2,1,1,4.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
131,15,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,1,49,2,2,1,1,1,1.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
132,1,4,26,4,1,3,3,4,3,4,10,10,0,0,1,3,0,1,0,1,48,2,0,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,3,5,0,4,0,3,3,4,3,4,8,8,1,0,1,3,0,1,1,1,33,3,2,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
134,12,5,1,5,0,3,3,4,3,4,10,10,1,0,2,3,1,1,0,1,24,2,2,1,1,0,4.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
135,1,4,30,4,1,3,5,4,4,4,7,7,0,0,3,3,1,1,1,0,55,2,2,1,1,0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
136,12,2,0,0,0,0,0,0,0,0,7,0,1,0,1,1,0,1,0,1,35,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
137,12,4,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,1,35,4,2,1,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
138,12,5,0,0,0,0,0,0,0,0,10,0,1,0,5,3,0,1,0,1,32,2,0,1,1,0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
139,12,4,0,0,0,0,0,0,0,0,6,0,0,0,2,3,1,2,0,0,42,2,2,1,1,0,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
140,1,4,15,5,1,4,3,5,4,4,8,10,1,0,1,3,0,1,0,1,34,1,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
141,2,5,10,5,1,4,5,5,4,5,8,8,1,0,1,3,0,1,1,1,28,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
142,13,5,24,5,1,3,5,5,4,5,9,10,1,0,1,3,0,1,0,1,45,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
143,1,4,20,4,1,2,5,4,2,5,8,9,0,0,6,3,0,1,0,1,47,3,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144,12,5,15,4,1,4,4,4,4,3,8,10,0,0,1,3,0,1,0,1,36,2,0,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
145,12,4,29,5,1,4,5,5,5,5,10,10,0,0,1,3,0,1,0,1,58,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
146,1,4,10,4,1,4,4,5,4,4,5,5,0,0,5,3,1,1,1,0,32,2,0,1,1,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
147,14,4,21,3,1,3,4,5,5,3,8,4,0,0,1,3,0,1,0,0,42,3,2,2,1,1,4.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,12,4,2,4,0,3,3,4,3,4,6,7,1,0,1,3,0,1,0,1,20,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
149,13,5,12,5,1,4,4,4,4,5,7,7,0,0,1,3,0,1,0,1,34,2,0,1,1,1,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,1,5,35,5,1,3,4,4,4,4,6,6,0,0,1,3,1,1,0,1,55,3,2,2,1,1,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
151,12,4,45,4,1,4,5,5,4,4,10,10,0,0,6,3,0,1,1,0,80,3,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,1,4,30,4,1,3,4,4,3,4,7,7,0,0,1,3,0,1,1,1,53,0,2,0,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
153,1,4,4,3,0,3,3,4,3,4,5,5,0,0,1,3,0,1,1,0,20,2,2,1,1,1,4.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
154,12,4,34,4,1,3,4,5,5,4,6,8,0,0,1,3,0,1,0,1,54,4,2,2,1,0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
155,12,4,20,5,1,3,4,4,5,5,8,7,0,0,6,3,1,2,1,0,62,2,2,1,1,0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
156,12,4,7,4,1,3,4,4,4,4,8,10,1,0,1,3,0,1,0,1,35,4,2,1,1,1,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
157,12,3,43,4,1,3,4,4,4,4,8,8,0,0,1,3,0,1,0,0,69,1,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
158,13,4,30,4,1,2,3,5,2,4,10,10,0,0,1,3,0,1,0,1,53,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
159,12,4,30,4,1,3,5,4,3,4,9,9,0,0,2,3,0,1,0,0,49,2,2,1,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
160,12,4,30,4,1,3,4,4,4,4,8,8,0,0,1,3,0,1,0,0,63,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
161,15,4,20,4,1,3,4,4,4,4,3,8,1,0,2,3,0,1,0,1,38,3,2,1,1,2,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
162,13,5,1,5,0,3,3,4,3,4,7,6,0,0,1,1,0,2,1,1,22,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163,2,5,3,5,1,3,5,4,4,5,8,8,1,0,3,3,1,1,0,1,27,3,2,1,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
164,12,5,6,5,1,3,4,4,4,4,8,8,0,0,1,3,0,1,1,0,32,2,2,1,1,2,2.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,15,4,22,4,1,3,4,4,4,4,8,8,0,0,2,3,0,1,0,1,45,3,2,1,1,0,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
166,12,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,62,2,2,1,1,1,2.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
167,12,2,0,0,0,0,0,0,0,0,7,0,0,1,3,1,1,2,0,1,71,2,2,1,1,0,3.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
168,1,4,0,0,0,0,0,0,0,0,5,0,1,0,2,3,1,2,0,0,19,2,2,0,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
169,6,4,8,3,1,3,4,4,3,4,10,5,0,0,6,3,1,1,0,1,47,3,2,1,0,0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170,1,5,32,5,1,3,5,5,4,5,10,10,0,0,1,3,0,1,0,0,62,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
171,12,4,18,4,1,4,3,4,5,5,7,9,1,0,2,3,0,1,0,1,42,3,2,2,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,14,5,25,5,1,4,4,5,5,5,8,8,0,1,1,3,0,2,1,0,49,1,2,1,1,0,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173,12,5,6,5,0,3,3,4,3,4,8,8,1,0,1,3,0,1,0,1,27,2,2,1,1,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
174,1,1,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,1,64,2,2,1,1,1,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175,12,5,7,5,1,4,5,5,4,4,7,8,1,0,1,3,0,1,0,1,27,3,2,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176,12,4,48,5,1,4,4,5,4,4,5,5,0,0,1,3,0,1,0,1,58,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
177,12,4,20,5,1,3,4,4,4,4,8,8,0,0,1,3,0,1,1,1,41,2,2,1,1,0,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
178,1,4,13,5,1,3,4,4,4,4,8,8,0,0,1,3,0,1,0,1,40,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
179,12,2,4,2,0,3,3,4,3,4,6,8,0,0,2,2,0,1,0,1,42,4,2,2,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
180,1,4,5,5,1,3,4,4,4,4,10,10,1,0,1,3,0,1,1,1,21,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
181,15,5,25,4,1,4,4,5,4,5,6,6,0,0,1,3,0,1,0,1,45,3,2,1,1,1,2.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
182,13,1,0,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,1,0,62,1,2,0,1,0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
183,13,3,34,3,1,3,2,4,3,3,5,5,0,0,1,3,0,2,0,0,64,2,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
184,1,3,21,4,1,3,3,5,5,4,7,6,0,0,6,3,0,1,0,0,64,4,2,2,1,1,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
185,12,4,37,4,1,3,4,4,3,4,8,8,0,0,1,3,0,1,0,0,72,1,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
186,1,2,0,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0,27,2,2,1,1,0,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
187,1,4,1,4,0,3,3,4,3,4,8,7,1,1,2,3,1,1,0,0,21,2,1,1,1,1,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
188,12,4,45,4,1,3,3,4,4,4,7,10,0,0,1,3,0,1,1,0,56,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
189,14,4,98,5,1,3,4,4,4,4,10,10,0,0,1,3,0,1,1,1,79,0,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
190,12,3,0,0,0,0,0,0,0,0,8,0,0,0,4,0,1,0,0,0,50,1,2,1,1,0,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
191,1,5,26,5,1,3,4,5,5,5,9,9,1,0,1,3,0,1,0,1,41,2,2,1,1,1,2.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
192,1,4,51,4,1,4,3,5,5,5,9,9,0,0,1,3,0,1,0,0,75,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
193,16,0,55,1,0,3,3,4,3,4,10,10,0,0,1,3,0,1,0,0,80,0,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
194,15,5,30,4,1,3,3,4,4,4,10,7,1,0,1,1,0,1,0,1,53,0,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
195,1,2,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,1,0,1,70,1,2,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
196,12,2,30,2,1,3,4,4,4,3,6,4,0,0,1,3,0,2,0,0,50,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
197,2,5,1,5,0,3,3,4,3,4,6,6,1,0,1,3,0,1,0,1,21,2,2,1,1,2,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
198,2,3,0,0,0,0,0,0,0,0,10,0,1,0,5,3,0,1,0,0,34,3,2,1,1,1,3.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
199,1,2,35,1,1,0,2,0,1,1,0,10,0,0,2,1,0,1,0,1,55,2,2,1,1,1,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200,2,4,0,0,0,0,0,0,0,0,7,0,1,0,3,0,0,0,0,0,24,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201,1,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,1,55,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
202,12,4,28,4,1,3,4,4,4,4,6,10,0,0,1,3,0,1,0,1,52,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
203,1,5,45,5,1,3,4,5,4,4,10,10,0,0,1,3,0,1,0,0,64,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,76,1,2,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
205,15,5,14,5,1,3,4,4,3,4,8,8,1,0,1,3,0,1,0,1,40,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
206,1,1,0,0,0,0,0,0,0,0,7,0,1,0,4,3,0,0,1,0,27,4,2,1,1,0,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
207,12,4,30,4,1,4,3,4,4,4,7,5,0,0,1,3,0,2,0,0,53,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
208,12,4,34,5,1,4,4,4,4,4,5,5,0,0,1,3,0,1,0,0,59,2,2,1,1,1,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
209,12,4,0,0,0,0,0,0,0,0,9,0,0,0,6,3,0,1,0,0,49,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
210,13,5,7,5,1,3,5,5,5,5,7,7,0,0,6,3,0,1,0,0,36,3,2,2,1,0,4.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
211,13,4,20,4,1,4,4,5,4,5,10,10,0,0,1,3,0,1,1,1,42,1,0,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
212,12,4,27,3,1,2,3,3,2,3,7,5,0,0,1,3,0,1,0,1,58,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
213,3,4,15,4,1,2,4,5,5,4,9,7,0,0,1,3,0,1,0,0,40,1,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
214,1,4,22,5,1,2,4,4,4,5,8,10,0,0,1,3,0,1,0,1,44,2,2,1,1,1,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
215,1,4,0,0,0,0,0,0,0,0,6,0,1,0,5,3,1,1,0,0,18,0,1,1,0,1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216,12,4,1,4,0,3,3,4,3,4,7,7,0,0,6,3,0,1,0,0,31,3,2,1,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
217,13,0,0,0,0,0,0,0,0,0,10,0,0,0,1,3,0,1,0,1,77,1,2,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
218,14,4,27,4,1,3,4,5,2,4,8,6,1,0,2,3,1,1,0,0,47,2,2,1,1,1,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
219,1,4,17,4,1,4,5,4,4,4,7,7,1,0,1,3,0,1,0,1,36,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
220,3,5,4,5,1,3,4,4,4,4,6,6,1,0,2,3,0,1,1,0,28,4,2,1,1,0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
221,1,4,1,4,1,3,4,2,4,4,5,6,0,0,3,3,1,1,0,0,26,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
222,14,5,23,3,1,3,4,3,4,4,8,8,0,0,6,3,0,1,0,0,64,1,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
223,12,5,25,5,1,3,4,4,4,5,9,9,0,0,6,3,0,1,0,0,48,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,1,4,13,5,1,3,4,4,4,4,8,8,0,1,1,3,0,1,0,0,32,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,1,3,34,4,1,4,5,4,4,4,6,10,0,0,1,3,0,1,0,1,60,3,2,1,1,1,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226,12,4,0,0,0,0,0,0,0,0,8,0,1,1,1,3,0,1,1,1,18,2,1,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,15,4,11,4,1,3,4,4,4,4,8,8,0,0,1,3,0,1,0,1,37,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
228,12,2,0,0,0,0,0,0,0,0,7,0,1,0,3,0,0,0,1,1,44,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,15,5,18,4,1,2,5,5,3,5,7,9,0,0,1,3,0,1,0,1,38,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
230,1,2,0,0,0,0,0,0,0,0,6,0,1,0,2,3,0,2,0,1,35,2,0,0,1,1,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
231,12,1,40,3,1,3,2,5,4,1,8,10,0,0,1,1,0,1,0,1,61,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
232,12,5,7,5,1,3,4,4,3,5,6,6,1,1,2,3,0,1,0,1,48,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
233,6,4,43,4,1,3,4,5,4,5,10,10,0,0,1,3,0,1,1,1,65,1,2,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
234,1,4,40,4,1,3,4,4,4,4,10,10,0,0,1,3,0,1,0,1,60,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
235,1,5,23,4,1,3,3,5,4,5,9,10,0,0,1,3,0,1,1,1,38,2,2,1,1,1,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
236,12,4,32,5,1,3,5,5,4,4,5,5,1,0,6,3,1,1,0,0,46,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
237,12,2,0,0,0,0,0,0,0,0,10,0,1,0,6,3,1,2,0,1,20,1,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
