,COMUNIDAD,S_AMOR,AÑOS_PAREJA,S_PAREJA,CONVIVE_PAREJA,AFINIDAD_GEN,AFINIDAD_GUSTOS,AFINIDAD_SOCIAL,AFINIDAD_ECONOMI,AFINIDAD_SEX,IMPORTANCIA_SEX,IMPORTANCIA_SEX_PAREJA,EDUCACION_S,ATRACION_P,N_PAREJAS,COMUNICACION_SEX,R_EXT_MATRIMONIAL,ATRACCIÓN,F_ANUAL,SEXO,EDAD,ESTUDIOS,SIT_LABORAL,STATUS,NACIONALIDAD,RELIGION,BIENESTAR,OCUPACION_Agricultor,OCUPACION_Autónomo,OCUPACION_Comerciante,OCUPACION_Director,OCUPACION_Mando,OCUPACION_Obrero,OCUPACION_Otro,F_SEXO_Diariamente,F_SEXO_Mensualmente,F_SEXO_Ocasionalmente,F_SEXO_Regularmente,F_SEXO_Sin actividad sexual
238,1,3,40,4,1,4,4,4,4,4,8,8,0,0,1,3,0,1,0,0,66,2,2,1,1,1,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
239,1,2,1,5,0,3,3,4,3,4,6,6,1,1,1,3,0,2,0,0,20,3,1,1,1,1,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
240,12,4,32,4,1,3,4,4,3,4,8,9,0,0,1,3,0,1,0,1,51,2,0,1,1,1,3.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
241,12,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,0,1,0,1,83,1,2,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
242,12,5,2,5,1,3,5,5,4,5,6,6,1,0,6,3,0,1,0,0,33,2,2,1,1,0,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
243,15,4,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,1,1,50,4,2,1,1,0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
244,12,2,0,0,0,0,0,0,0,0,7,0,0,0,1,3,0,0,0,0,32,2,2,1,1,0,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
245,12,0,0,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,1,72,3,2,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
246,12,2,0,0,0,0,0,0,0,0,8,0,1,0,2,0,0,1,0,1,41,4,2,2,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,12,2,0,0,0,0,0,0,0,0,6,0,1,0,1,3,0,1,0,1,22,2,1,1,1,0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
248,2,4,30,5,1,3,4,4,4,1,10,10,0,0,1,3,0,1,1,1,50,2,2,1,1,1,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
249,1,5,54,4,1,4,5,5,3,5,10,0,0,0,1,1,0,1,0,1,73,2,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
250,12,4,13,4,1,3,4,4,4,4,8,8,0,0,1,3,0,1,0,1,39,3,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
251,15,4,25,4,1,3,4,4,4,5,9,9,1,0,5,3,0,1,1,0,43,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
252,2,3,0,0,0,0,0,0,0,0,6,0,0,0,2,3,1,1,0,1,48,3,2,1,1,0,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
253,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,3,0,0,0,1,61,1,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
254,14,3,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,18,2,1,1,1,0,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
255,3,4,25,4,0,3,3,4,3,4,8,8,0,0,1,3,0,1,0,1,47,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
256,15,5,45,5,1,3,4,4,4,3,7,8,0,0,1,3,0,1,0,1,56,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
257,2,5,40,4,1,3,4,4,4,4,7,5,0,0,1,3,0,1,1,0,69,4,2,1,1,0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
258,12,4,50,4,1,3,4,4,4,4,6,6,0,0,1,3,0,1,1,0,74,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
259,15,5,2,5,1,4,5,5,5,5,7,8,0,1,6,3,0,1,0,0,31,3,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
260,12,4,33,5,1,4,5,5,4,5,7,10,0,0,1,3,0,1,0,1,53,2,0,1,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
261,1,3,0,0,0,0,0,0,0,0,8,0,0,0,1,3,0,1,0,1,66,2,2,2,1,1,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262,12,5,45,4,1,1,4,5,5,5,5,10,1,0,1,3,0,1,1,1,67,1,2,0,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
263,2,4,11,5,1,3,4,4,4,4,10,10,0,0,6,3,0,1,1,1,33,2,2,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
264,1,3,16,3,1,3,2,4,4,4,5,8,0,0,1,3,0,1,0,1,33,2,2,1,1,1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
265,12,5,24,5,1,3,4,4,4,5,9,9,0,0,1,3,0,1,0,1,46,3,2,1,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
266,1,2,0,0,0,0,0,0,0,0,8,0,1,0,1,2,0,2,0,1,34,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
267,12,4,0,0,0,0,0,0,0,0,8,0,0,0,6,3,1,2,0,1,54,2,0,1,1,0,2.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
268,1,4,20,3,1,3,4,4,4,4,6,9,1,0,1,3,1,1,0,1,34,2,2,1,1,2,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
269,12,4,12,5,1,4,5,4,4,5,5,5,1,0,1,3,0,1,0,0,36,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
270,12,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,1,1,1,77,0,2,0,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
271,2,4,20,4,1,2,2,4,4,5,6,10,0,0,1,3,0,1,0,1,43,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
272,1,5,20,5,1,4,5,5,5,4,10,10,0,0,1,3,0,1,1,1,38,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
273,14,4,40,4,1,4,4,4,4,4,9,7,0,0,1,3,0,1,0,1,56,2,2,2,1,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
274,13,5,0,5,0,3,3,4,3,4,7,10,1,0,2,3,0,1,0,1,22,2,1,2,1,0,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
275,1,5,3,5,0,3,3,4,3,4,8,8,1,0,2,3,0,1,0,1,26,3,0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
276,13,1,50,3,1,3,3,4,3,3,3,10,0,0,1,1,0,1,1,0,76,0,2,1,1,1,2.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
277,12,4,8,4,1,3,3,5,4,4,7,7,1,0,2,3,0,1,0,1,33,3,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
278,1,5,7,4,1,3,5,4,4,4,7,7,1,0,3,3,0,1,0,1,28,4,0,2,1,1,3.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
279,14,5,20,5,1,3,4,4,4,4,6,6,0,0,1,3,0,1,0,1,38,2,0,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
280,15,4,12,4,1,4,3,5,5,5,7,7,1,0,2,3,0,1,0,1,43,2,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
281,1,3,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,1,0,1,50,2,2,1,1,2,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
282,1,4,30,4,1,3,4,4,4,4,7,5,0,0,1,3,0,1,0,0,49,2,2,1,1,1,4.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
283,1,4,32,5,1,4,4,5,4,4,10,10,0,0,2,3,0,1,0,0,52,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
284,12,4,0,0,0,0,0,0,0,0,7,0,1,0,1,3,0,2,0,1,26,3,2,1,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
285,15,5,32,5,1,4,3,5,4,4,7,10,0,0,1,3,0,1,0,1,57,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
286,1,2,0,0,0,0,0,0,0,0,9,0,1,1,4,3,1,2,0,1,21,2,2,1,1,1,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
287,1,3,54,3,1,2,3,3,4,3,3,5,0,0,1,1,0,1,0,1,73,1,2,1,1,1,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
288,1,5,15,5,1,4,5,5,4,4,6,10,0,0,1,3,0,1,0,1,38,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
289,12,1,0,0,0,0,0,0,0,0,5,0,1,0,4,3,0,1,0,1,38,3,2,1,1,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
290,12,1,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,2,0,1,45,2,2,1,1,0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,1,4,7,4,0,3,3,4,3,4,5,0,0,0,1,3,0,1,0,0,19,2,1,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
292,2,4,0,0,0,0,0,0,0,0,8,0,0,0,6,3,0,0,0,0,42,2,2,1,1,0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
293,13,4,13,5,1,4,4,4,4,4,7,8,1,0,1,3,0,1,0,1,38,3,2,2,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
294,1,4,32,5,1,4,4,4,3,4,6,8,0,0,1,3,0,1,0,1,52,2,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
295,6,4,30,4,1,3,4,4,4,4,6,6,1,0,1,3,0,1,0,1,45,3,2,1,1,1,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
296,2,5,3,5,0,3,3,4,3,4,5,6,1,0,1,3,0,1,0,1,18,0,2,1,1,1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
297,1,3,43,4,1,3,3,5,3,5,7,7,0,0,1,3,0,1,1,0,70,2,2,1,1,0,2.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
298,12,5,20,4,1,2,4,4,1,5,8,9,0,0,1,3,0,1,0,1,43,2,0,1,1,0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
299,12,2,0,0,0,0,0,0,0,0,7,0,1,0,5,3,0,1,0,0,25,2,2,1,1,1,4.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
300,15,2,0,0,0,0,0,0,0,0,7,0,1,0,1,0,1,0,0,0,18,2,1,1,1,0,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
301,12,5,5,5,0,3,3,4,3,4,8,7,1,0,1,3,0,1,0,0,22,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
302,1,3,18,3,1,2,4,4,4,1,8,8,0,0,1,3,0,2,0,1,37,1,2,1,1,1,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
303,12,5,18,5,1,4,5,5,5,5,7,5,0,0,1,3,0,1,0,1,36,4,2,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,1,5,10,5,1,4,4,4,4,4,8,8,1,0,1,3,0,1,0,1,29,3,2,2,1,1,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
305,1,5,3,5,0,3,3,4,3,4,8,8,1,0,1,3,0,1,1,1,22,2,1,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
306,14,4,14,5,1,3,4,5,3,4,7,7,1,1,3,3,0,1,0,0,33,2,2,1,1,0,3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,76,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
308,1,4,46,4,1,3,4,4,4,2,10,0,0,0,1,3,0,1,0,1,69,2,2,0,1,1,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
309,1,4,25,5,1,4,4,5,4,5,8,8,0,0,1,3,0,1,0,1,45,3,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
310,12,5,2,4,0,3,3,4,3,4,7,7,1,0,3,3,0,1,0,0,28,3,2,1,1,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
311,1,4,23,4,1,3,2,4,5,4,8,6,1,0,6,3,1,1,0,0,41,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
312,12,3,30,3,1,3,5,5,4,4,9,9,0,0,1,1,0,1,0,1,64,2,2,1,1,0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
313,2,5,20,5,1,3,4,4,4,5,10,10,0,0,1,3,0,1,0,0,43,4,2,2,1,1,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
314,13,3,40,4,1,3,4,4,4,4,5,10,0,0,1,3,0,1,0,1,67,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
315,1,4,42,4,1,3,4,4,3,4,8,6,0,0,3,3,1,1,0,0,66,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
316,14,2,0,0,0,0,0,0,0,0,6,0,1,0,1,2,0,1,0,1,44,3,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
317,1,5,0,5,0,3,3,4,3,4,9,9,1,0,2,3,0,1,0,1,23,2,1,2,1,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
318,1,4,10,5,1,4,5,5,5,5,10,10,1,0,1,3,0,1,1,0,54,1,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
319,12,5,33,5,1,3,4,4,4,5,8,8,0,0,1,3,0,1,0,1,55,4,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
320,12,4,54,4,1,3,4,5,3,3,10,10,0,0,1,3,0,1,0,0,80,4,2,2,1,1,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
321,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,1,0,0,66,2,2,2,1,1,2.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
322,12,4,1,3,0,3,3,4,3,4,8,8,1,0,2,3,0,1,1,0,29,3,2,1,1,0,3.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
323,3,5,20,5,1,3,4,4,3,5,8,8,0,0,1,3,0,1,0,1,42,2,2,1,1,0,2.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
324,1,1,0,0,0,0,0,0,0,0,10,0,1,0,2,3,0,1,0,1,43,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
325,12,4,0,0,0,0,0,0,0,0,10,0,1,0,2,3,0,1,0,1,44,3,2,1,1,2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
326,2,0,0,0,0,0,0,0,0,0,10,0,0,0,2,3,0,2,0,1,35,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
327,12,4,30,4,1,3,4,4,4,4,7,6,1,0,1,3,0,1,1,0,51,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
328,12,2,0,0,0,0,0,0,0,0,6,0,0,0,2,3,0,0,1,0,40,3,2,1,1,0,2.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
329,1,4,31,1,1,1,2,4,4,2,5,10,1,0,1,3,0,1,0,1,49,2,0,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
330,12,5,4,4,1,4,4,3,3,5,6,6,0,0,6,3,0,1,0,0,42,4,2,2,1,2,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
331,2,5,48,5,1,3,4,4,4,4,5,5,0,0,1,3,0,1,1,0,71,4,2,2,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
332,1,5,22,5,1,3,4,5,5,4,7,8,0,0,2,3,0,1,0,1,49,3,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
333,1,5,19,4,1,3,4,4,4,4,7,10,0,0,1,3,0,1,0,0,39,2,2,1,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
334,12,4,56,5,1,3,4,4,5,4,7,7,0,0,1,3,0,1,0,1,83,2,2,1,1,1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
335,12,5,5,4,1,3,4,4,4,4,7,5,1,0,5,3,0,1,0,0,34,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
336,1,4,11,4,1,3,4,4,4,4,8,10,0,0,1,3,0,1,0,1,36,3,0,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
337,12,4,22,4,1,3,4,4,4,4,7,7,1,0,2,3,0,1,0,0,45,2,2,1,1,1,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
338,15,2,28,2,1,3,4,4,4,3,7,7,0,0,1,1,0,1,0,1,48,2,2,2,1,1,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
339,1,4,3,4,1,3,4,4,5,4,9,8,0,0,5,3,1,2,0,0,27,2,2,1,1,1,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
340,12,5,40,4,1,4,4,5,4,5,8,10,0,0,1,3,0,1,0,1,60,2,2,1,1,1,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
341,2,4,1,4,1,3,4,4,5,5,7,7,0,0,1,3,0,1,1,1,38,2,2,1,0,1,3.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
342,1,4,3,5,1,2,3,4,3,4,6,9,0,0,1,3,0,1,1,1,36,1,2,1,1,1,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
343,15,4,15,5,1,4,5,5,4,5,8,9,0,0,1,3,0,1,0,1,33,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
344,14,5,5,5,0,3,3,4,3,4,5,5,1,0,1,3,0,1,0,0,18,2,1,1,1,1,4.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
345,1,5,25,5,1,3,4,5,5,5,10,10,0,0,1,3,0,1,0,1,38,2,2,1,1,1,3.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
346,12,5,37,5,1,4,4,5,4,4,10,8,0,0,1,3,0,1,0,1,59,1,2,1,1,1,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
347,12,1,0,0,0,0,0,0,0,0,8,0,1,0,5,3,0,1,0,0,44,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
348,6,5,50,5,1,3,4,5,4,4,5,5,0,0,1,3,0,1,0,0,67,2,2,1,1,1,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
349,1,5,0,5,0,3,3,4,3,4,5,5,0,0,2,3,0,1,0,0,20,1,1,1,1,0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
350,12,4,14,4,1,2,4,5,4,4,5,3,1,0,1,3,0,1,0,0,30,3,2,1,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
351,3,5,50,5,1,4,4,5,5,4,9,8,0,0,1,3,0,1,0,0,70,0,2,1,1,1,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
352,1,4,24,4,1,3,5,4,5,5,7,7,1,0,2,3,0,1,0,0,48,4,2,1,1,0,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
353,12,4,30,5,1,2,3,3,3,3,5,5,0,0,1,3,0,1,1,1,74,1,2,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
354,12,4,3,4,0,3,3,4,3,4,8,8,1,0,6,3,1,2,1,0,59,3,2,1,1,0,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
355,13,4,0,0,0,0,0,0,0,0,8,0,1,0,3,3,0,0,0,0,28,2,2,1,1,1,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
356,1,4,38,4,1,3,4,4,4,4,8,8,0,0,6,3,1,2,0,0,75,4,2,2,1,1,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
357,12,4,0,0,0,0,0,0,0,0,9,0,0,1,6,3,1,0,1,0,42,2,2,1,1,2,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
358,1,4,38,4,1,4,5,5,4,5,9,8,1,0,6,3,1,1,0,0,55,3,2,1,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
359,3,4,32,4,1,3,5,4,4,4,8,8,0,0,1,3,0,1,0,0,50,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
360,13,5,37,5,1,3,4,4,4,4,5,5,0,0,1,3,0,1,0,0,65,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
361,1,4,43,5,1,4,5,5,5,0,10,10,0,0,6,1,0,1,0,1,76,0,2,1,1,1,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
362,1,5,23,5,1,3,4,5,4,5,8,8,0,0,1,3,0,2,0,1,40,2,2,1,1,1,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
363,12,4,3,4,0,3,3,4,3,4,9,9,1,0,2,3,0,1,0,0,19,2,0,2,0,0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
364,15,5,2,5,1,4,5,4,5,5,8,7,1,0,6,3,1,1,1,0,31,4,2,1,0,0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
